time_to_depeg_bin,min_hours_ahead,max_hours_ahead,threshold,n_valid,n_alerts,alert_rate,n_events_bin,n_alert_events_bin,precision,recall,f1,base_event_rate,alert_conditioned_event_rate,lift
1-4h,1.0,4.0,0.48506374443689154,11387,937,0.08228681830157197,79,66,0.07043756670224119,0.8354430379746836,0.12992125984251968,0.006937736014753666,0.07043756670224119,10.152817367574942
5-9h,5.0,9.0,0.48506374443689154,11387,937,0.08228681830157197,34,19,0.020277481323372464,0.5588235294117647,0.03913491246138002,0.0029858610696408185,0.020277481323372464,6.791167053801242
10-14h,10.0,14.0,0.48506374443689154,11387,937,0.08228681830157197,30,16,0.017075773745997867,0.5333333333333333,0.033092037228541885,0.0026345832967418987,0.017075773745997867,6.48139452152259
15-19h,15.0,19.0,0.48506374443689154,11387,937,0.08228681830157197,27,12,0.012806830309498399,0.4444444444444444,0.024896265560165973,0.002371124967067709,0.012806830309498399,5.401162101268825
20-24h,20.0,24.0,0.48506374443689154,11387,937,0.08228681830157197,25,10,0.010672358591248666,0.4,0.02079002079002079,0.002195486080618249,0.010672358591248666,4.861045891141942
positive_target_but_no_reconstructed_crossing,,,0.48506374443689154,11387,937,0.08228681830157197,0,0,,,,,,
