score_bucket,top_fraction,time_to_depeg_bin,min_hours_ahead,max_hours_ahead,n_valid,n_bucket,n_events_bin,n_bucket_events_bin,base_event_rate,bucket_event_rate,lift
top_1pct,0.01,1-4h,1,4,11387,115,79,30,0.006937736014753666,0.2608695652173913,37.60154100165107
top_1pct,0.01,5-9h,5,9,11387,115,34,3,0.0029858610696408185,0.02608695652173913,8.736828644501278
top_1pct,0.01,10-14h,10,14,11387,115,30,0,0.0026345832967418987,0.0,0.0
top_1pct,0.01,15-19h,15,19,11387,115,27,0,0.002371124967067709,0.0,0.0
top_1pct,0.01,20-24h,20,24,11387,115,25,0,0.002195486080618249,0.0,0.0
top_5pct,0.05,1-4h,1,4,11387,571,79,68,0.006937736014753666,0.1190893169877408,17.165443703030437
top_5pct,0.05,5-9h,5,9,11387,571,34,22,0.0029858610696408185,0.03852889667250438,12.90378077675904
top_5pct,0.05,10-14h,10,14,11387,571,30,15,0.0026345832967418987,0.02626970227670753,9.971103327495621
top_5pct,0.05,15-19h,15,19,11387,571,27,12,0.002371124967067709,0.021015761821366025,8.863202957773886
top_5pct,0.05,20-24h,20,24,11387,571,25,6,0.002195486080618249,0.010507880910683012,4.786129597197898
top_10pct,0.1,1-4h,1,4,11387,1142,79,70,0.006937736014753666,0.06129597197898424,8.83515484714802
top_10pct,0.1,5-9h,5,9,11387,1142,34,24,0.0029858610696408185,0.021015761821366025,7.038425878232204
top_10pct,0.1,10-14h,10,14,11387,1142,30,21,0.0026345832967418987,0.01838879159369527,6.979772329246935
top_10pct,0.1,15-19h,15,19,11387,1142,27,12,0.002371124967067709,0.010507880910683012,4.431601478886943
top_10pct,0.1,20-24h,20,24,11387,1142,25,11,0.002195486080618249,0.009632224168126095,4.387285464098073
top_20pct,0.2,1-4h,1,4,11387,2283,79,77,0.006937736014753666,0.0337275514673675,4.861463652644478
top_20pct,0.2,5-9h,5,9,11387,2283,34,29,0.0029858610696408185,0.012702584318878668,4.254244930560923
top_20pct,0.2,10-14h,10,14,11387,2283,30,25,0.0026345832967418987,0.010950503723171266,4.1564461965250405
top_20pct,0.2,15-19h,15,19,11387,2283,27,18,0.002371124967067709,0.00788436268068331,3.3251569572200315
top_20pct,0.2,20-24h,20,24,11387,2283,25,18,0.002195486080618249,0.00788436268068331,3.591169513797634
