score_bucket,top_fraction,time_to_depeg_bin,min_hours_ahead,max_hours_ahead,n_valid,n_bucket,n_events_bin,n_bucket_events_bin,base_event_rate,bucket_event_rate,lift
top_1pct,0.01,1-4h,1,4,11373,114,79,29,0.006946276268354876,0.2543859649122807,36.62191872085276
top_1pct,0.01,5-9h,5,9,11373,114,34,4,0.0029895366218236174,0.03508771929824561,11.736842105263158
top_1pct,0.01,10-14h,10,14,11373,114,30,0,0.002637826431020839,0.0,0.0
top_1pct,0.01,15-19h,15,19,11373,114,27,0,0.002374043787918755,0.0,0.0
top_1pct,0.01,20-24h,20,24,11373,114,25,0,0.0021981886925173657,0.0,0.0
top_5pct,0.05,1-4h,1,4,11373,570,79,69,0.006946276268354876,0.12105263157894737,17.426982011992006
top_5pct,0.05,5-9h,5,9,11373,570,34,16,0.0029895366218236174,0.028070175438596492,9.389473684210525
top_5pct,0.05,10-14h,10,14,11373,570,30,15,0.002637826431020839,0.02631578947368421,9.976315789473682
top_5pct,0.05,15-19h,15,19,11373,570,27,7,0.002374043787918755,0.012280701754385965,5.1729044834307985
top_5pct,0.05,20-24h,20,24,11373,570,25,0,0.0021981886925173657,0.0,0.0
top_10pct,0.1,1-4h,1,4,11373,1140,79,73,0.006946276268354876,0.06403508771929825,9.218620919387076
top_10pct,0.1,5-9h,5,9,11373,1140,34,25,0.0029895366218236174,0.021929824561403508,7.3355263157894735
top_10pct,0.1,10-14h,10,14,11373,1140,30,18,0.002637826431020839,0.015789473684210527,5.9857894736842105
top_10pct,0.1,15-19h,15,19,11373,1140,27,10,0.002374043787918755,0.008771929824561403,3.6949317738791416
top_10pct,0.1,20-24h,20,24,11373,1140,25,11,0.0021981886925173657,0.009649122807017544,4.389578947368421
top_20pct,0.2,1-4h,1,4,11373,2280,79,79,0.006946276268354876,0.03464912280701754,4.988157894736841
top_20pct,0.2,5-9h,5,9,11373,2280,34,30,0.0029895366218236174,0.013157894736842105,4.401315789473684
top_20pct,0.2,10-14h,10,14,11373,2280,30,25,0.002637826431020839,0.010964912280701754,4.156798245614034
top_20pct,0.2,15-19h,15,19,11373,2280,27,19,0.002374043787918755,0.008333333333333333,3.510185185185185
top_20pct,0.2,20-24h,20,24,11373,2280,25,18,0.0021981886925173657,0.007894736842105263,3.5914736842105266
