score_bucket,top_fraction,time_to_depeg_bin,min_hours_ahead,max_hours_ahead,n_valid,n_bucket,n_events_bin,n_bucket_events_bin,base_event_rate,bucket_event_rate,lift
top_1pct,0.01,1-4h,1,4,11373,114,79,45,0.006946276268354876,0.39473684210526316,56.82711525649567
top_1pct,0.01,5-9h,5,9,11373,114,34,7,0.0029895366218236174,0.06140350877192982,20.539473684210524
top_1pct,0.01,10-14h,10,14,11373,114,30,3,0.002637826431020839,0.02631578947368421,9.976315789473682
top_1pct,0.01,15-19h,15,19,11373,114,27,2,0.002374043787918755,0.017543859649122806,7.389863547758283
top_1pct,0.01,20-24h,20,24,11373,114,25,0,0.0021981886925173657,0.0,0.0
top_5pct,0.05,1-4h,1,4,11373,570,79,61,0.006946276268354876,0.10701754385964912,15.406462358427714
top_5pct,0.05,5-9h,5,9,11373,570,34,17,0.0029895366218236174,0.02982456140350877,9.976315789473684
top_5pct,0.05,10-14h,10,14,11373,570,30,10,0.002637826431020839,0.017543859649122806,6.650877192982455
top_5pct,0.05,15-19h,15,19,11373,570,27,7,0.002374043787918755,0.012280701754385965,5.1729044834307985
top_5pct,0.05,20-24h,20,24,11373,570,25,5,0.0021981886925173657,0.008771929824561403,3.9905263157894733
top_10pct,0.1,1-4h,1,4,11373,1140,79,64,0.006946276268354876,0.056140350877192984,8.082078614257162
top_10pct,0.1,5-9h,5,9,11373,1140,34,19,0.0029895366218236174,0.016666666666666666,5.575
top_10pct,0.1,10-14h,10,14,11373,1140,30,15,0.002637826431020839,0.013157894736842105,4.988157894736841
top_10pct,0.1,15-19h,15,19,11373,1140,27,12,0.002374043787918755,0.010526315789473684,4.4339181286549705
top_10pct,0.1,20-24h,20,24,11373,1140,25,10,0.0021981886925173657,0.008771929824561403,3.9905263157894733
top_20pct,0.2,1-4h,1,4,11373,2280,79,67,0.006946276268354876,0.029385964912280703,4.230463024650233
top_20pct,0.2,5-9h,5,9,11373,2280,34,24,0.0029895366218236174,0.010526315789473684,3.521052631578947
top_20pct,0.2,10-14h,10,14,11373,2280,30,20,0.002637826431020839,0.008771929824561403,3.3254385964912276
top_20pct,0.2,15-19h,15,19,11373,2280,27,12,0.002374043787918755,0.005263157894736842,2.2169590643274852
top_20pct,0.2,20-24h,20,24,11373,2280,25,12,0.0021981886925173657,0.005263157894736842,2.394315789473684
