feature,mdi_importance
curve_entropy,0.10827007648243671
tangent_up,0.056851609137215514
depeg_bps,0.05186625561732864
depeg_bps_lag1h,0.04724769874672614
tick_width_24h_rolling_median,0.04039025063860658
w_USDC,0.039273874726249464
w_USDT,0.03840361119977729
depeg_bps_lag2h,0.0342589596838232
depeg_bps_lag3h,0.03179505176736854
Gegenbauer_0.1_deg1_vol24,0.030768817962733855
Gegenbauer_0.1_deg3_vol24,0.02977060061586128
depeg_bps_lag4h,0.029733089671959846
depeg_bps_lag5h,0.024723047651508248
btc_vol_168,0.02353957490672452
depeg_bps_lag6h,0.021163642914130965
Gegenbauer_0.1_deg6_vol24,0.017678099958358236
depeg_bps_lag7h,0.016216517560707355
fear_greed_index,0.013947836526115477
swap_size_imbalance,0.012814552281931268
Gegenbauer_0.1_deg5_vol24,0.012750285354027578
weighted_mean_age_hours,0.010940902717702856
Gegenbauer_0.1_deg0_vol24,0.010396473717215183
tangent_down,0.010096926127777787
tvlUSD_500,0.01003703216677901
Gegenbauer_0.1_deg7_vol24,0.00936071059885407
eth_price_usd,0.009347587391112187
btc_EMA_4800,0.00925612359453646
swap_count_100,0.009243821165946818
Gegenbauer_0.1_deg2_vol24,0.008453188580685922
eth_SMA_1200,0.007770394326074553
Gegenbauer_0.1_deg2,0.007488999577430367
tvlUSD_100,0.007439454088210507
supplied_USD_usdc,0.007199478680304437
eth_vol_168,0.00701898884961091
utilisation_rate_usdc,0.006801054590456571
btc_SMA_1200,0.006764822576608676
totalValueLockedUSD,0.006607076397364634
Gegenbauer_0.1_deg4_vol24,0.006496240395022002
eth_RSI_24,0.006481908879615265
usd_index,0.006277614511237817
gauge_share_3crv,0.006106396976518139
E_even,0.006065490366645505
btc_price_usd,0.006058815528799183
eth_EMA_4800,0.00600713407583539
Gegenbauer_0.1_deg2_MA24,0.006001264783977023
btc_ATR_24,0.0058091418184235384
E_low,0.005719901154650367
Gegenbauer_0.1_deg1,0.005504634944959047
fx_volatility,0.005429806868172888
Gegenbauer_0.1_deg1_MA24,0.005115321705863775
Gegenbauer_0.1_deg0,0.004417719167539112
E_total,0.004354167381706405
E_shape,0.00429825877596513
mid_ratio,0.00428547369930321
supplied_USD_usdt,0.004240833161884405
eth_ATR_24,0.0040624650599906794
Gegenbauer_0.1_deg3_MA24,0.003911978853526483
utilisation_rate_usdt,0.0037559141135635053
Gegenbauer_0.1_deg3,0.003677597051310244
Gegenbauer_0.1_deg7_MA24,0.0034906663965488384
E_mid,0.003424347178511805
Gegenbauer_0.1_deg4_MA24,0.0032443886834826476
E_high,0.0032231102176381444
hourlyVolumeUSD,0.0031451855082451265
Gegenbauer_0.1_deg0_MA24,0.003110822473133334
hhi_24h_rolling_mean,0.0030824314042872756
Gegenbauer_0.1_deg5,0.0029952279219847174
Gegenbauer_0.1_deg7,0.0028791431292480916
btc_RSI_24,0.00267545416879328
Gegenbauer_0.1_deg4,0.0026478988547899386
Gegenbauer_0.1_deg5_MA24,0.0025751957396469636
Gegenbauer_0.1_deg6_MA24,0.002567560517274307
low_ratio,0.0023689271571661046
even_ratio,0.0023199401651272087
Gegenbauer_0.1_deg6,0.002226705952034087
odd_ratio,0.0020494777934741016
E_odd,0.0020303717805078766
odd_to_even_ratio,0.002028350998186642
high_ratio,0.0019199899648431411
swap_count_500,0.001833482442428141
net_amountUSD_500,0.00113639063130118
n_in_range_log_return,0.001126569273836285
net_amountUSD_100,0.0007532922392329693
liquidation_USD,0.0002954769071490491
net_amount0,0.0002374615544745176
Gegenbauer_0.1_deg3_logret,0.00011324295063340511
E_odd_logret,7.549087785095745e-05
Gegenbauer_0.1_deg5_logret,6.327762592211578e-05
high_ratio_logret,6.13852763453369e-05
odd_to_even_ratio_logret,5.159171991317652e-05
odd_ratio_logret,4.46773336646443e-05
Gegenbauer_0.1_deg7_logret,4.050424911538528e-05
low_ratio_logret,4.013368053094796e-05
mid_ratio_logret,3.899560706981756e-05
Gegenbauer_0.1_deg1_logret,3.798645284318125e-05
Gegenbauer_0.1_deg0_logret,3.759207020197262e-05
Gegenbauer_0.1_deg6_logret,3.6266287760015565e-05
E_even_logret,3.274806421609255e-05
Gegenbauer_0.1_deg2_logret,3.0388483070936823e-05
Gegenbauer_0.1_deg4_logret,3.0202779276656903e-05
E_mid_logret,2.5858898550571845e-05
even_ratio_logret,2.497364454896414e-05
E_shape_logret,2.3265551373366013e-05
E_high_logret,2.3057721997831733e-05
E_low_logret,1.5923846998132967e-05
