time_to_depeg_bin,min_hours_ahead,max_hours_ahead,threshold,n_valid,n_alerts,alert_rate,n_events_bin,n_alert_events_bin,precision,recall,f1,base_event_rate,alert_conditioned_event_rate,lift
1-4h,1.0,4.0,0.20186205414297065,11373,493,0.043348281016442454,10,10,0.02028397565922921,1.0,0.039761431411530816,0.0008792754770069463,0.02028397565922921,23.068965517241377
5-9h,5.0,9.0,0.20186205414297065,11373,493,0.043348281016442454,10,10,0.02028397565922921,1.0,0.039761431411530816,0.0008792754770069463,0.02028397565922921,23.068965517241377
10-14h,10.0,14.0,0.20186205414297065,11373,493,0.043348281016442454,10,10,0.02028397565922921,1.0,0.039761431411530816,0.0008792754770069463,0.02028397565922921,23.068965517241377
15-19h,15.0,19.0,0.20186205414297065,11373,493,0.043348281016442454,8,8,0.016227180527383367,1.0,0.031936127744510975,0.000703420381605557,0.016227180527383367,23.06896551724138
20-24h,20.0,24.0,0.20186205414297065,11373,493,0.043348281016442454,5,5,0.010141987829614604,1.0,0.020080321285140566,0.00043963773850347316,0.010141987829614604,23.068965517241377
positive_target_but_no_reconstructed_crossing,,,0.20186205414297065,11373,493,0.043348281016442454,0,0,,,,,,
