score_bucket,top_fraction,time_to_depeg_bin,min_hours_ahead,max_hours_ahead,n_valid,n_bucket,n_events_bin,n_bucket_events_bin,base_event_rate,bucket_event_rate,lift
top_1pct,0.01,1-4h,1,4,11373,114,4,0,0.0003517101908027785,0.0,0.0
top_1pct,0.01,5-9h,5,9,11373,114,5,0,0.00043963773850347316,0.0,0.0
top_1pct,0.01,10-14h,10,14,11373,114,5,4,0.00043963773850347316,0.03508771929824561,79.81052631578946
top_1pct,0.01,15-19h,15,19,11373,114,5,3,0.00043963773850347316,0.02631578947368421,59.8578947368421
top_1pct,0.01,20-24h,20,24,11373,114,5,5,0.00043963773850347316,0.043859649122807015,99.76315789473684
top_5pct,0.05,1-4h,1,4,11373,570,4,4,0.0003517101908027785,0.007017543859649123,19.95263157894737
top_5pct,0.05,5-9h,5,9,11373,570,5,5,0.00043963773850347316,0.008771929824561403,19.952631578947365
top_5pct,0.05,10-14h,10,14,11373,570,5,4,0.00043963773850347316,0.007017543859649123,15.962105263157895
top_5pct,0.05,15-19h,15,19,11373,570,5,3,0.00043963773850347316,0.005263157894736842,11.971578947368421
top_5pct,0.05,20-24h,20,24,11373,570,5,5,0.00043963773850347316,0.008771929824561403,19.952631578947365
top_10pct,0.1,1-4h,1,4,11373,1131,4,4,0.0003517101908027785,0.0035366931918656055,10.055702917771884
top_10pct,0.1,5-9h,5,9,11373,1131,5,5,0.00043963773850347316,0.004420866489832007,10.055702917771884
top_10pct,0.1,10-14h,10,14,11373,1131,5,4,0.00043963773850347316,0.0035366931918656055,8.044562334217506
top_10pct,0.1,15-19h,15,19,11373,1131,5,3,0.00043963773850347316,0.002652519893899204,6.03342175066313
top_10pct,0.1,20-24h,20,24,11373,1131,5,5,0.00043963773850347316,0.004420866489832007,10.055702917771884
top_20pct,0.2,1-4h,1,4,11373,2270,4,4,0.0003517101908027785,0.001762114537444934,5.0101321585903085
top_20pct,0.2,5-9h,5,9,11373,2270,5,5,0.00043963773850347316,0.0022026431718061676,5.0101321585903085
top_20pct,0.2,10-14h,10,14,11373,2270,5,4,0.00043963773850347316,0.001762114537444934,4.008105726872246
top_20pct,0.2,15-19h,15,19,11373,2270,5,3,0.00043963773850347316,0.0013215859030837004,3.006079295154185
top_20pct,0.2,20-24h,20,24,11373,2270,5,5,0.00043963773850347316,0.0022026431718061676,5.0101321585903085
