fold,model_name,alpha,train_size_full,train_size_fit,val_size,test_size,train_pos,train_neg,test_pos,test_neg,scale_pos_weight,train_end_timestamp,embargo_hours,test_start,test_end,fold_auc,fold_auprc,best_threshold_youdenJ,tpr_at_best_threshold,fpr_at_best_threshold,precision_at_best_threshold,lift_at_best_threshold,test_prevalence
1,catboost,0.3,25834,18084,7726,11397,4374,21460,1206,10191,5.4980237154150196,2024-12-13 16:00:00+00:00,24,2024-12-14 17:00:00+00:00,2026-04-03 13:00:00+00:00,0.9097605551544277,0.7511086472252152,0.6602810665403527,0.7611940298507462,0.07467373172407026,0.5467540202501489,5.166961499826655,0.10581732034745986
2,catboost,0.3,26018,18213,7781,11397,4419,21599,1148,10249,5.544376572044556,2024-12-21 08:00:00+00:00,24,2024-12-22 09:00:00+00:00,2026-04-11 05:00:00+00:00,0.9110836172340091,0.7483177112564735,0.5505422072465993,0.7952961672473867,0.09610693726217191,0.4810326659641728,4.775548165499719,0.10072826182328683
3,catboost,0.3,26202,18342,7836,11397,4577,21625,979,10418,5.47212420606916,2024-12-29 00:00:00+00:00,24,2024-12-30 01:00:00+00:00,2026-04-18 21:00:00+00:00,0.9009416600599536,0.6416903105175255,0.6267177065959156,0.8038815117466803,0.11499328086004991,0.3964735516372796,4.615535309509781,0.0858997981925068
4,catboost,0.3,26385,18470,7891,11397,4686,21699,894,10503,5.458041958041958,2025-01-05 15:00:00+00:00,24,2025-01-06 16:00:00+00:00,2026-04-26 12:00:00+00:00,0.8899865298952616,0.6122156348948016,0.6622591594648864,0.7762863534675615,0.10777872988669904,0.380065717415115,4.84520020288598,0.07844169518294287
5,catboost,0.3,26569,18599,7946,11397,4707,21862,869,10528,5.503146853146853,2025-01-13 07:00:00+00:00,24,2025-01-14 08:00:00+00:00,2026-05-04 04:00:00+00:00,0.9088109826478395,0.7085563363685623,0.602556275527739,0.7974683544303798,0.08643617021276596,0.43231441048034935,5.669835829970704,0.07624813547424761
