iter	Passed	Remaining
0	5	4406
1	9	3849
2	14	3858
3	18	3688
4	22	3613
5	26	3543
6	30	3464
7	34	3440
8	38	3380
9	42	3329
10	46	3330
11	49	3280
12	54	3282
13	58	3278
14	62	3260
15	66	3239
16	70	3233
17	74	3224
18	78	3229
19	82	3218
20	86	3207
21	90	3192
22	93	3175
23	97	3167
24	102	3167
25	106	3157
26	110	3169
27	115	3175
28	119	3179
29	123	3164
30	126	3149
31	130	3142
32	136	3167
33	140	3154
34	144	3153
35	147	3139
36	151	3127
37	155	3119
38	160	3138
39	165	3141
40	170	3151
41	174	3147
42	179	3155
43	183	3148
44	187	3138
45	191	3131
46	195	3133
47	199	3124
48	203	3123
49	207	3115
50	211	3109
51	215	3106
52	219	3098
53	223	3090
54	227	3085
55	231	3076
56	235	3072
57	239	3064
58	243	3060
59	247	3055
60	251	3050
61	256	3047
62	260	3048
63	265	3050
64	269	3045
65	273	3037
66	277	3036
67	282	3038
68	286	3039
69	291	3035
70	295	3033
71	299	3028
72	303	3023
73	307	3021
74	312	3017
75	316	3014
76	320	3009
77	324	3006
78	328	3000
79	333	2998
80	337	2992
81	341	2989
82	345	2982
83	349	2976
84	353	2970
85	357	2965
86	361	2959
87	365	2953
88	369	2949
89	373	2945
90	377	2941
91	381	2938
92	386	2939
93	391	2936
94	394	2929
95	398	2924
96	402	2917
97	406	2913
98	410	2906
99	414	2900
100	418	2896
101	422	2894
102	426	2888
103	430	2883
104	435	2879
105	439	2877
106	443	2869
107	446	2863
108	450	2859
109	455	2854
110	459	2850
111	463	2848
112	467	2842
113	471	2839
114	476	2836
115	480	2831
116	483	2824
117	487	2820
118	491	2814
119	496	2810
120	500	2807
121	504	2803
122	508	2799
123	512	2794
124	516	2790
125	521	2788
126	525	2783
127	529	2779
128	533	2776
129	537	2771
130	541	2766
131	545	2759
132	549	2755
133	553	2752
134	557	2747
135	561	2741
136	565	2737
137	569	2732
138	573	2728
139	577	2724
140	581	2718
141	585	2714
142	589	2709
143	593	2705
144	597	2700
145	602	2696
146	606	2692
147	610	2688
148	614	2682
149	618	2679
150	622	2677
151	626	2672
152	630	2667
153	634	2663
154	638	2658
155	642	2652
156	646	2647
157	650	2643
158	655	2641
159	659	2638
160	663	2633
161	667	2628
162	671	2624
163	675	2620
164	679	2616
165	684	2612
166	687	2607
167	691	2601
168	695	2597
169	699	2592
170	703	2589
171	707	2584
172	712	2581
173	715	2575
174	719	2571
175	724	2567
176	728	2563
177	732	2558
178	736	2554
179	740	2550
180	745	2548
181	749	2544
182	753	2541
183	757	2536
184	762	2533
185	766	2530
186	770	2527
187	774	2521
188	778	2516
189	782	2511
190	786	2506
191	790	2503
192	794	2499
193	799	2495
194	803	2491
195	806	2486
196	810	2482
197	814	2477
198	818	2473
199	823	2469
200	827	2464
201	831	2460
202	835	2456
203	839	2452
204	843	2448
205	848	2445
206	851	2440
207	855	2435
208	859	2430
209	863	2426
210	867	2422
211	871	2418
212	876	2414
213	880	2410
214	884	2406
215	888	2402
216	892	2398
217	896	2393
218	900	2389
219	904	2385
220	908	2381
221	912	2376
222	916	2372
223	920	2367
224	924	2363
225	928	2358
226	932	2354
227	936	2349
228	940	2346
229	944	2341
230	948	2337
231	952	2332
232	956	2327
233	960	2323
234	964	2319
235	968	2314
236	972	2310
237	976	2305
238	980	2300
239	984	2296
240	988	2293
241	992	2288
242	997	2285
243	1001	2281
244	1005	2276
245	1009	2272
246	1014	2271
247	1019	2268
248	1023	2264
249	1027	2259
250	1031	2255
251	1034	2250
252	1039	2246
253	1042	2241
254	1046	2236
255	1050	2232
256	1054	2227
257	1058	2224
258	1062	2219
259	1066	2216
260	1070	2211
261	1074	2207
262	1079	2203
263	1083	2199
264	1087	2195
265	1091	2191
266	1096	2188
267	1100	2184
268	1105	2181
269	1109	2176
270	1113	2173
271	1117	2168
272	1121	2164
273	1125	2160
274	1129	2156
275	1132	2151
276	1137	2148
277	1142	2145
278	1147	2142
279	1151	2137
280	1155	2133
281	1158	2128
282	1162	2124
283	1166	2119
284	1171	2116
285	1174	2111
286	1179	2107
287	1183	2103
288	1187	2098
289	1191	2094
290	1195	2091
291	1199	2087
292	1203	2082
293	1207	2077
294	1211	2073
295	1215	2068
296	1219	2065
297	1223	2060
298	1226	2055
299	1230	2051
300	1234	2047
301	1239	2043
302	1243	2039
303	1247	2035
304	1251	2030
305	1255	2026
306	1259	2021
307	1262	2017
308	1266	2013
309	1271	2009
310	1275	2005
311	1279	2001
312	1283	1997
313	1287	1992
314	1290	1987
315	1294	1983
316	1298	1978
317	1302	1974
318	1306	1969
319	1310	1965
320	1314	1961
321	1318	1957
322	1322	1953
323	1326	1948
324	1330	1944
325	1333	1939
326	1337	1935
327	1341	1930
328	1346	1927
329	1349	1922
330	1353	1918
331	1357	1913
332	1361	1909
333	1366	1906
334	1370	1902
335	1375	1898
336	1379	1894
337	1385	1893
338	1389	1889
339	1394	1886
340	1398	1882
341	1403	1879
342	1408	1876
343	1412	1872
344	1416	1868
345	1420	1864
346	1424	1860
347	1428	1855
348	1432	1851
349	1437	1847
350	1442	1844
351	1446	1840
352	1450	1836
353	1454	1832
354	1459	1829
355	1463	1825
356	1467	1821
357	1471	1817
358	1476	1813
359	1479	1808
360	1484	1804
361	1488	1800
362	1492	1796
363	1496	1792
364	1500	1787
365	1503	1783
366	1507	1779
367	1511	1774
368	1515	1770
369	1519	1766
370	1523	1761
371	1527	1757
372	1531	1753
373	1535	1748
374	1539	1744
375	1543	1740
376	1547	1736
377	1551	1732
378	1555	1727
379	1559	1723
380	1563	1719
381	1568	1715
382	1571	1711
383	1576	1707
384	1580	1703
385	1584	1699
386	1588	1695
387	1592	1691
388	1596	1687
389	1600	1682
390	1605	1679
391	1609	1675
392	1613	1670
393	1617	1666
394	1621	1662
395	1625	1657
396	1629	1653
397	1633	1649
398	1637	1645
399	1641	1641
400	1645	1637
401	1649	1632
402	1653	1628
403	1657	1624
404	1661	1620
405	1665	1616
406	1669	1612
407	1673	1607
408	1677	1603
409	1681	1599
410	1684	1594
411	1689	1591
412	1693	1586
413	1698	1583
414	1702	1579
415	1705	1574
416	1709	1570
417	1713	1566
418	1718	1562
419	1722	1558
420	1726	1554
421	1730	1549
422	1733	1545
423	1738	1541
424	1741	1537
425	1745	1532
426	1749	1528
427	1753	1524
428	1757	1520
429	1761	1515
430	1765	1511
431	1769	1507
432	1773	1502
433	1778	1499
434	1781	1495
435	1785	1490
436	1789	1486
437	1794	1482
438	1798	1478
439	1801	1474
440	1806	1470
441	1809	1465
442	1813	1461
443	1817	1457
444	1821	1452
445	1824	1448
446	1829	1444
447	1832	1439
448	1836	1435
449	1840	1431
450	1844	1427
451	1847	1422
452	1851	1418
453	1855	1414
454	1859	1409
455	1862	1405
456	1866	1400
457	1870	1396
458	1874	1392
459	1878	1388
460	1882	1384
461	1886	1380
462	1890	1375
463	1894	1371
464	1898	1367
465	1902	1363
466	1905	1358
467	1909	1354
468	1913	1350
469	1917	1346
470	1920	1341
471	1924	1337
472	1928	1333
473	1932	1329
474	1935	1324
475	1939	1320
476	1943	1315
477	1947	1311
478	1951	1307
479	1954	1303
480	1958	1299
481	1962	1294
482	1966	1290
483	1970	1286
484	1974	1282
485	1978	1278
486	1982	1274
487	1986	1269
488	1990	1265
489	1993	1261
490	1997	1257
491	2001	1253
492	2005	1248
493	2009	1244
494	2013	1240
495	2017	1236
496	2021	1232
497	2025	1228
498	2028	1223
499	2032	1219
500	2036	1215
501	2040	1211
502	2044	1207
503	2048	1202
504	2052	1199
505	2057	1195
506	2060	1190
507	2064	1186
508	2068	1182
509	2072	1178
510	2076	1174
511	2080	1170
512	2084	1166
513	2088	1161
514	2092	1157
515	2095	1153
516	2099	1149
517	2103	1145
518	2107	1141
519	2111	1136
520	2115	1132
521	2118	1128
522	2122	1123
523	2126	1119
524	2130	1116
525	2134	1111
526	2137	1107
527	2141	1103
528	2145	1099
529	2149	1095
530	2153	1091
531	2157	1086
532	2161	1082
533	2165	1078
534	2169	1074
535	2173	1070
536	2177	1066
537	2181	1062
538	2185	1058
539	2189	1054
540	2192	1049
541	2196	1045
542	2200	1041
543	2204	1037
544	2208	1033
545	2212	1029
546	2216	1025
547	2220	1021
548	2224	1017
549	2228	1013
550	2232	1008
551	2236	1004
552	2240	1000
553	2243	996
554	2247	992
555	2251	987
556	2255	984
557	2259	979
558	2263	975
559	2268	972
560	2272	968
561	2276	963
562	2280	960
563	2284	955
564	2288	951
565	2292	947
566	2296	943
567	2300	939
568	2303	935
569	2307	931
570	2311	927
571	2315	923
572	2319	919
573	2323	914
574	2327	910
575	2331	906
576	2335	902
577	2339	898
578	2343	894
579	2347	890
580	2351	886
581	2355	882
582	2358	877
583	2362	873
584	2367	870
585	2371	865
586	2375	861
587	2379	857
588	2383	853
589	2387	849
590	2391	845
591	2396	841
592	2400	837
593	2404	833
594	2408	829
595	2413	826
596	2417	822
597	2421	817
598	2425	813
599	2428	809
600	2432	805
601	2436	801
602	2440	797
603	2444	793
604	2448	789
605	2453	785
606	2456	781
607	2460	777
